author,programming_language,hash,repo_url,severity,cvss2_integrity_impact,cvss3_integrity_impact,impact_score
Michael Niedermayer,C,b05cd1ea7e45a836f7f6071a716c38bb30326e0f,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,86736f59d6a527d8bc807d09b93f971c0fe0bb07,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,454a11a1c9c686c78aa97954306fb63453299760,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,cdd5df8189ff1537f7abe8defe971f80602cc2d2,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,821a5938d100458f4d09d634041b05c860554ce0,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,e07ac727c1cc9eed39e7f9117c97006f719864bd,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,f31011e9abfb2ae75bb32bc44e2c34194c8dc40a,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,fe448cd28d674c3eff3072552eae366d0b659ce9,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,a1b9004b768bef606ee98d417bceb9392ceb788d,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,29ffeef5e73b8f41ff3a3f2242d356759c66f91f,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,780669ef7c23c00836a24921fcc6b03be2b8ca4a,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
Michael Niedermayer,C,e8714f6f93d1a32f4e4655209960afcf4c185214,https://github.com/FFmpeg/FFmpeg,MEDIUM,PARTIAL,,
irmen,Python,554e095a62c4412c91f981e72fd34a936ac2bf1e,https://github.com/irmen/Pyro3,MEDIUM,PARTIAL,HIGH,3.6
Damien Regad,PHP,9443258724e84cb388aa1865b775beaecd80596d,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,,
Damien Regad,PHP,0da3f7ace233208eb3c8d628cc2fd6e56d83839f,https://github.com/mantisbt/mantisbt,LOW,PARTIAL,,
root,PHP,f5106be52cf6aa72c521f388e4abb5f0de1f1d7f,https://github.com/mantisbt/mantisbt,HIGH,PARTIAL,,
Damien Regad,PHP,eb803ed02105fc919cf5f789e939f2b824162927,https://github.com/mantisbt/mantisbt,MEDIUM,NONE,,
Damien Regad,PHP,cf5df427f17cf9204645f83e000665780eb9afe6,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,,
Damien Regad,PHP,dea7e315f3fc96dfa995e56e8810845fc07a47aa,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,,
Roland Becker,PHP,0002d106a6cd35cb0a6fe03246531a4e3f32c9d0,https://github.com/mantisbt/mantisbt,LOW,PARTIAL,,
Paul Richards,PHP,cabacdc291c251bfde0dc2a2c945c02cef41bf40,https://github.com/mantisbt/mantisbt,LOW,PARTIAL,,
Robert Munteanu,PHP,f779e3d4394a0638d822849863c4098421d911c5,https://github.com/mantisbt/mantisbt,MEDIUM,NONE,,
Damien Regad,PHP,e7e2b5503580e42db9d91e0d599d61d3ff03c27e,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.5
Damien Regad,PHP,a4be76d6e5c4939545d84712c79d3f8f4a108c4f,https://github.com/mantisbt/mantisbt,LOW,NONE,NONE,3.6
Damien Regad,PHP,de686a9e6d8c909485b87ca09c8f912bf83082f2,https://github.com/mantisbt/mantisbt,MEDIUM,NONE,NONE,1.4
Damien Regad,PHP,1fbcd9bca2f2c77cb61624d36ddee4b3802c38ea,https://github.com/mantisbt/mantisbt,MEDIUM,NONE,NONE,3.6
Damien Regad,PHP,4efac90ed89a5c009108b641e2e95683791a165a,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Roland Becker,PHP,8b5fa243dbf04344a55fe880135ec149fc1f439f,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Damien Regad,PHP,9cee1971c498bbe0a72bca1c773fae50171d8c27,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,HIGH,6.0
Roland Becker,PHP,bd094dede74ff6e313e286e949e2387233a96eea,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Roland Becker,PHP,fc7668c8e45db55fc3a4b991ea99d2b80861a14c,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,HIGH,5.9
Damien Regad,PHP,5fb979604d88c630343b3eaf2b435cd41918c501,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,HIGH,5.9
Damien Regad,PHP,221cf323f16a9738a5b27aaba94758f11281d85c,https://github.com/mantisbt/mantisbt,LOW,PARTIAL,LOW,2.7
Damien Regad,PHP,5595c90f11c48164331a20bb9c66098980516e93,https://github.com/mantisbt/mantisbt,MEDIUM,NONE,NONE,1.4
Damien Regad,PHP,9de20c09e5a557e57159a61657ce62f1a4f578fe,https://github.com/mantisbt/mantisbt,MEDIUM,NONE,NONE,1.4
Damien Regad,PHP,8c6f4d8859785b67fb80ac65100ac5259ed9237d,https://github.com/mantisbt/mantisbt,LOW,PARTIAL,LOW,2.7
Damien Regad,PHP,7f4534c723e3162b8784aebda4836324041dbc3e,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,HIGH,5.9
Damien Regad,PHP,11ab3d6c82a1d3a89b1024f77349fb60a83743c5,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Damien Regad,PHP,7086c2d8b4b20ac14013b36761ac04f0abf21a4e,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Victor Boctor,PHP,a85b0b96c8ebe3e010d0d016cf88ab3c8bfc196a,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Damien Regad,PHP,a2d90ecabf3bcf3aa22ed9dbbecfd3d37902956f,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Damien Regad,PHP,c272c3f65da9677e505ff692b1f1e476b3afa56e,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Damien Regad,PHP,1677251434b6e8b2be8f1d4376a3e78f7be14d95,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Damien Regad,PHP,a1c719313d61b07bbe8700005807b8195fdc32f1,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Roland Becker,PHP,9b5b71dadbeeeec27efea59f562ac5bd6d2673b7,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Damien Regad,PHP,c73ae3d3d4dd4681489a9e697e8ade785e27cba5,https://github.com/mantisbt/mantisbt,MEDIUM,PARTIAL,LOW,2.7
Chris St. Pierre,Python,f4a35efec1b6a1e54d61cf1b8bfc83dd1d89eef7,https://github.com/solj/bcfg2,HIGH,COMPLETE,,
Paolo Bonzini,C,103b40f51e4012b3b0ad20f615562a1806d7f49a,https://github.com/bonzini/qemu,MEDIUM,NONE,,
Paolo Bonzini,C,7285477ab11831b1cf56e45878a89170dd06d9b9,https://github.com/bonzini/qemu,MEDIUM,NONE,,
ashcs,PHP,dd50a50a2760f10bd2d09814e30af4b36052ca6d,https://github.com/punbb/punbb,MEDIUM,PARTIAL,,
Michal Čihař,JavaScript,86073d532aed656550cb731aa5b4288b126ae7a6,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,,
Michal Čihař,JavaScript,a547f3d3e2cf36c6a904fa3e053fd8bddd3fbbb0,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,,
Dieter Adriaenssens,PHP,cfd688d2512df9827a8ecc0412fc264fc5bcb186,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,,
Dieter Adriaenssens,PHP,79089c9bc02c82c15419fd9d6496b8781ae08a5a,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,dedd542cdaf1606ca9aa3f6f8f8adb078d8ad549,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,,
Marc Delisle,PHP,ffa720d90a79c1f33cf4c5a33403d09a67b42a66,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,,
Marc Delisle,PHP,d3fafdfba0807068196655e9b6d16c5d1d3ccf8a,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,,
Marc Delisle,PHP,1f6bc0b707002e26cab216b9e57b4d5de764de48,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,,
Dieter Adriaenssens,PHP,9b3551601ce714adb5e3f428476052f0ec6093bf,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,,
Michal Čihař,PHP,da4042fb6c4365dc8187765c3bf525043687c66f,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,,
Michal Čihař,PHP,968d5d5f486820bfa30af046f063b9f23304e14a,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,,
Ann + J.M,PHP,cb7c703c03f656debcea2a16468bd53660fc888e,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,,
Ann + J.M,PHP,d18a2dd9faad7e0e96df799b59e16ef587afb838,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,,
Ann + J.M,PHP,d4f754c937f9e2c0beadff5b2e38215dde1d6a79,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,,
Marc Delisle,PHP,c1a3f85fbd1a9569646e7cf1b791325ae82c7961,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,,
Marc Delisle,PHP,304fb2b645b36a39e03b954fdbd567173ebe6448,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,,
Marc Delisle,PHP,b2f1e895038a5700bf8e81fb9a5da36cbdea0eeb,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,,
Madhura Jayaratne,PHP,75a55824012406a08c4debf5ddb7ae41c32a7dbc,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Madhura Jayaratne,PHP,5aee5035646c4fc617564cb0d3d58c0435d64d81,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Madhura Jayaratne,JavaScript,019c4f25d500ec5db9ba3b84cc961a7e4e850738,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Madhura Jayaratne,PHP,edffb52884b09562490081c3b8666ef46c296418,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Michal Čihař,PHP,ec0e88e37ef30a66eada1c072953f4ec385a3e49,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,HIGH,3.6
Michal Čihař,PHP,0a24f92d081033576bfdd9d4bdec1a54501734c1,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Michal Čihař,PHP,f20970d32c3dfdf82aef7b6c244da1f769043813,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,cb7748ac9cffcd1cd0f3081499cd4aafa9d1065e,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,TypeScript,11496890d7e21786cbfd9fd17ab968f498116b3f,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Michal Čihař,PHP,aca42efa01917cc0fe8cfdb2927a6399ca1742f2,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Michal Čihař,JavaScript,8dedcc1a175eb07debd4fe116407c43694c60b22,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,3.6
Michal Čihař,JavaScript,912856b432d794201884c36e5f390d446339b6e4,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,3.6
Michal Čihař,PHP,85ccdbb5b9c6c7a9830e5cb468662837a59a7aa3,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,447c88f4884fe30a25d38c331c31d820a19f8c93,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,f83b52737e321005959497d8e8f59f8aaedc9048,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,76b10187c38634a29d6780f99f6dcd796191073b,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,c57d3cc7b97b5f32801032f7bb222297aa97dfea,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,d4b9c22c1f8465bda5b6a83dc7e2cf59c3fe44e1,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,5a3de108f26e4b0dddadddbe8ccdb1dd5526771f,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,3a6a9a807d99371ee126635e1a505fc1fe0df32c,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Michal Čihař,JavaScript,7877a9c0084bf8ae15cbd8d2729b126271f682cc,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,e42b7e3aedd29dd0f7a48575f20bfc5aca0ff976,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,HIGH,4.0
Michal Čihař,PHP,983faa94f161df3623ecd371d3696a1b3f91c15f,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Michal Čihař,PHP,38fa1191049ac0c626a6684eea52068dfbbb5078,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Madhura Jayaratne,PHP,746240bd13b62b5956fc34389cfbdc09e1e67775,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Michal Čihař,PHP,c842a0de9288033d25404d1d6eb22dd83033675f,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Madhura Jayaratne,JavaScript,f33a42f1da9db943a67bda7d29f7dd91957a8e7e,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Madhura Jayaratne,JavaScript,37c34d089aa19f30d11203bb0c7f85b486424372,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Madhura Jayaratne,JavaScript,bcd4ce8cba1272fca52f2331c08f2e3ac19cbbef,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Madhura Jayaratne,PHP,ab1283e8366c97a155d4e9ae58628a248458ea32,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Madhura Jayaratne,PHP,cc55f44a4a90147a007dee1aefa1cb529e23798b,https://github.com/phpmyadmin/phpmyadmin,LOW,PARTIAL,LOW,2.7
Madhura Jayaratne,PHP,41c4e0214c286f28830cca54423b5db57e7c0ce4,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,d2dc9481d2af25b035778c67eaf0bfd2d2c59dd8,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,8326aaebe54083d9726e153abdd303a141fe5ad3,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,59e56bd63a5e023b797d82eb272cd074e3b4bfd1,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,b061096abd992801fbbd805ef6ff74e627528780,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,5fc8020c5ba9cd2e38beb5dfe013faf2103cdf0f,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,ef6c66dca1b0cb0a1a482477938cfc859d2baee3,https://github.com/phpmyadmin/phpmyadmin,HIGH,PARTIAL,HIGH,5.9
Michal Čihař,PHP,72213573182896bd6a6e5af5ba1881dd87c4a20b,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,03f73d48369703e0d3584699b08e24891c3295b8,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,4767f24ea4c1e3822ce71a636c341e8ad8d07aa6,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,3.6
Michal Čihař,PHP,27caf5b46bd0890e576fea7bd7b166a0639fdf68,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,1.4
Michal Čihař,PHP,b0180f18c828706af3a6800f0fb01a536d3ef8c7,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,96e0aa35653ec0c66084a7e9343465e16c1f769b,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,cd229d718e8cb4bc8ba32446beaa82d27727b6f0,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,331c560fbfa0e7d2dce674b5e88e983c5f2a451d,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,27664605b945b13e1d2b71adea822ace2099cc96,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,1.4
Michal Čihař,PHP,94cf3864254ffaf3a69e97d8fc454888368b94ab,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,418aeea3d83b0b6021bac311d849570acfc6e48c,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,0815af37f483f329f0c0565d68821fea9c47b5f5,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,8716855b309dbe65d7b9a5d681b80579b225b322,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,d648ade18d6cbb796a93261491c121f078df2d88,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,be3ecbb4cca3fbe20e3b3aa4e049902d18b60865,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,1e5716cb96d46efc305381ae0da08e73fe340f05,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,3.6
Michal Čihař,JavaScript,79661610f6f65443e0ec1e382a7240437f28436c,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,JavaScript,895a131d2eb7e447757a35d5731c7d647823ea8b,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,JavaScript,364732e309cccb3fb56c938ed8d8bc0e04a3ca98,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,2f4950828ec241e8cbdcf13090c2582a6fa620cb,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,NONE,NONE,3.6
Michal Čihař,PHP,4bcc606225f15bac0b07780e74f667f6ac283da7,https://github.com/phpmyadmin/phpmyadmin,HIGH,PARTIAL,HIGH,5.9
Michal Čihař,PHP,1cc7466db3a05e95fe57a6702f41773e6829d54b,https://github.com/phpmyadmin/phpmyadmin,HIGH,PARTIAL,HIGH,5.9
Michal Čihař,PHP,792cd1262f012b9b13639519d414f2acaeb5e972,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,0b7416c5f4439ed3f11c023785f2d4c49a1b09fc,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,36df83a97a7f140fdb008b727a94f882847c6a6f,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,960fd1fd52023047a23d069178bfff7463c2cefc,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,JavaScript,57ae483bad33059a885366d5445b7e1f6f29860a,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,JavaScript,4d21b5c077db50c2a54b7f569d20f463cc2651f5,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Michal Čihař,PHP,615212a14d7d87712202f37354acf8581987fc5a,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,LOW,2.7
Isaac Bennetch,SQL,7d21d4223bdbe0306593309132b4263d7087d13b,https://github.com/phpmyadmin/phpmyadmin,MEDIUM,PARTIAL,HIGH,3.6
Maurício Meneghini Fauth,PHP,1119de642b136d20e810bb20f545069a01dd7cc9,https://github.com/phpmyadmin/phpmyadmin,HIGH,PARTIAL,HIGH,5.9
Jehan-Guillaume (ioguix) de Rorthais,PHP,74174ad639664b52cc1609ede0af8bc403e98a00,https://github.com/phppgadmin/phppgadmin,MEDIUM,PARTIAL,,
Vasiliy Kulikov,C,92e22ca23e52066da2258df8c76a2dca8a428bcc,https://github.com/reubenhwk/radvd,MEDIUM,PARTIAL,,
Daniel Lindsley,Python,e8af315211b07c8f48f32a063233cc3f76dd5bc2,https://github.com/toastdriven/django-tastypie,HIGH,PARTIAL,,
Christian Hammond,JavaScript,4aaacbb1e628a80803ba1a55703db38fccdf7dbf,https://github.com/reviewboard/reviewboard,MEDIUM,PARTIAL,,
Laurent Destailleur,PHP,40e16672e3aa4e9208ea7a4829f30507dcdfc4ba,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,22ca5e067189bffe8066df26df923a386f044c08,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,LOW,2.7
Laurent Destailleur,PHP,4fcd3fe49332baab0e424225ad10b76b47ebcbac,https://github.com/Dolibarr/dolibarr,HIGH,COMPLETE,HIGH,5.9
Regis Houssin,PHP,5381986e50dd6055f2b3b63281eaacffa0449da2,https://github.com/Dolibarr/dolibarr,HIGH,PARTIAL,,
Regis Houssin,PHP,8f9b9987ffb42cfbe907fe31ded3001bfc1b3417,https://github.com/Dolibarr/dolibarr,HIGH,PARTIAL,,
fhenry,PHP,9427e32e2ed54c1a2bc519a88c057207836df489,https://github.com/Dolibarr/dolibarr,HIGH,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,526a80dd202bbca396687a502d52c27e06e97fff,https://github.com/Dolibarr/dolibarr,HIGH,COMPLETE,HIGH,5.9
Laurent Destailleur,PHP,8a90598b23e1b2689848187941f7a96b04907005,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,LOW,2.7
Laurent Destailleur,PHP,70636cc59ffa1ffbc0ce3dba315d7d9b837aad04,https://github.com/Dolibarr/dolibarr,HIGH,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,4a5988accbb770b74105baacd5a034689272128c,https://github.com/Dolibarr/dolibarr,HIGH,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,6a62e139604dbbd5729e57df2433b37a5950c35c,https://github.com/Dolibarr/dolibarr,MEDIUM,NONE,NONE,3.6
Laurent Destailleur,PHP,5d121b2d3ae2a95abebc9dc31e4782cbc61a1f39,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,7ade4e37f24d6859987bb9f6232f604325633fdd,https://github.com/Dolibarr/dolibarr,HIGH,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,1dc466e1fb687cfe647de4af891720419823ed56,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,LOW,2.7
Laurent Destailleur,PHP,83b762b681c6dfdceb809d26ce95f3667b614739,https://github.com/Dolibarr/dolibarr,HIGH,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,36402c22eef49d60edd73a2f312f8e28fe0bd1cb,https://github.com/Dolibarr/dolibarr,HIGH,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,0f06e39d23636bd1e4039ac61a743c79725c798b,https://github.com/Dolibarr/dolibarr,LOW,PARTIAL,LOW,2.7
Laurent Destailleur,PHP,fc3fcc5455d9a610b85723e89e8be43a41ad1378,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,LOW,2.7
Laurent Destailleur,PHP,850b939ffd2c7a4443649331b923d5e0da2d6446,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,4b8be6ed64763327018ac1c076f81ddffa87855e,https://github.com/Dolibarr/dolibarr,LOW,PARTIAL,LOW,2.7
Laurent Destailleur,PHP,bacd5110fbdc81a35030fdc322775fa15ea85924,https://github.com/Dolibarr/dolibarr,LOW,PARTIAL,LOW,2.7
Laurent Destailleur,PHP,2b088a73c121a52e006c0d76ea4da7ffeb7b4f4a,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,8cc100012d46282799fb19f735a53b7101569377,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,LOW,1.4
Laurent Destailleur,PHP,796b2d201acb9938b903fb2afa297db289ecc93e,https://github.com/Dolibarr/dolibarr,LOW,PARTIAL,HIGH,6.0
Laurent Destailleur,PHP,87f9530272925f0d651f59337a35661faeb6f377,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,abb1ad6bf0469eccd2b58beb20bdabc18fc36e22,https://github.com/Dolibarr/dolibarr,MEDIUM,PARTIAL,HIGH,5.9
Laurent Destailleur,PHP,b57eb8284e830e30eefb26e3c5ede076ea24037c,https://github.com/Dolibarr/dolibarr,MEDIUM,NONE,NONE,3.6
Brendan Abbott,PHP,6c8aa4e9c810994f7632837487426867ce50f468,https://github.com/symphonycms/symphony-2,MEDIUM,PARTIAL,,
Brendan Abbott,PHP,651e150091c61fb60ad1dff2bc2166185a83d9d6,https://github.com/symphonycms/symphony-2,MEDIUM,PARTIAL,LOW,2.7
Nicolas Brassard,PHP,1ace6b31867cc83267b3550686271c9c65ac3ec0,https://github.com/symphonycms/symphony-2,MEDIUM,PARTIAL,LOW,2.7
Brendan Abbott,PHP,476e4926e2773588eab10dd3036f27e1411521b5,https://github.com/symphonycms/symphony-2,MEDIUM,PARTIAL,,
Kohsuke Kawaguchi,Java,410ed3001d51c689cf59085b7417466caa2ded7b,https://github.com/jenkinsci/winstone,LOW,PARTIAL,,
Dan Prince,Python,1f644d210557b1254f7c7b39424b09a45329ade7,https://github.com/openstack/nova,LOW,NONE,,
Vishvananda Ishaya,Python,ff06c7c885dc94ed7c828e8cdbb8b5d850a7e654,https://github.com/openstack/nova,MEDIUM,PARTIAL,,
Russell Bryant,Python,2427d4a99bed35baefd8f17ba422cb7aae8dcca7,https://github.com/openstack/nova,MEDIUM,PARTIAL,,
Dan Prince,Python,034762e8060dcf0a11cb039b9d426b0d0bb1801d,https://github.com/openstack/nova,LOW,NONE,,
Pádraig Brady,Python,ce4b2e27be45a85b310237615c47eb53f37bb5f3,https://github.com/openstack/nova,MEDIUM,PARTIAL,,
