username,repositorio,hash,linguagem_programacao,Classificacao
zoulasc,https://github.com/file/file,758e066df72fb1ac08d2eea91ddc3973d259e991,Go,FAMILIAR
OsandaMalith,https://github.com/moodle/moodle,ce5a785b0962c3c94c7a7b0d36176482d21db95d,PHP,NÃO FAMILIAR
mattcaswell,https://github.com/openssl/openssl,248385c606620b29ecc96ca9d3603463f879652b,C,FAMILIAR
snhenson,https://github.com/openssl/openssl,feba02f3919495e1b960c33ba849e10e77d0785d,C,FAMILIAR
tabish121,https://github.com/apache/activemq,00921f22ff9a8792d7663ef8fadd4823402a6324,Java,FAMILIAR
zoulasc,https://github.com/file/file,0641e56be1af003aa02c7c6b0184466540637233,C,FAMILIAR
wiredfool,https://github.com/python-pillow/Pillow,205e056f8f9b06ed7b925cf8aa0874bc4aaf8a7d,Python,FAMILIAR
remicollet,https://github.com/php/php-src,2fefae47716d501aec41c1102f3fd4531f070b05,C,FAMILIAR
mstsirkin,https://github.com/torvalds/linux,350b8bdd689cd2ab2c67c8a86a0be86cfa0751a7,C,FAMILIAR
anadav,https://github.com/torvalds/linux,854e8bb1aa06c578c2c9145fa6bfe3680ef63b23,C,FAMILIAR
autor nulo,https://github.com/torvalds/linux,2febc839133280d5a5e8e1179c94ea674489dae2,C,NÃO FAMILIAR
dhowells,https://github.com/torvalds/linux,95389b08d93d5c06ec63ab49bd732b0069b7c35e,C,FAMILIAR
anadav,https://github.com/torvalds/linux,234f3ce485d54017f15cf5e0699cff4100121601,C++,FAMILIAR
anadav,https://github.com/torvalds/linux,d1442d85cc30ea75f7d399474ca738e0bc96f715,C++,FAMILIAR
borkmann,https://github.com/torvalds/linux,b69040d8e39f20d5215a03502a8e8b4c6ab78395,C,FAMILIAR
borkmann,https://github.com/torvalds/linux,26b87c7881006311828bb0ab271a551a62dcceb4,C,FAMILIAR
amluto,https://github.com/torvalds/linux,d974baa398f34393db76be45f7d4d04fbdbb4a0a,C,FAMILIAR
chieffancypants,https://github.com/tojocky/node-printer,e001e38738c17219a1d9dd8c31f7d82b9c0013c7,JavaScript,FAMILIAR
julienmathis,https://github.com/centreon/centreon,cc2109804dd69057cb209037113796ec5ffdce90,PHP,FAMILIAR
siloraptor,https://github.com/mayan-edms/mayan-edms,398c480c10416d76e7c1dcb607e726e8fc988e72,HTML,NÃO FAMILIAR
agralius,https://github.com/mongodb/mongo,c151e0660b9736fe66b224f1129a16871165251b,C++,NÃO FAMILIAR
ueno,https://github.com/ueno/libfep,293d9d3f7565f01a9dc40b53259886832eaa2ace,C,FAMILIAR
autor nulo,https://github.com/opencart-ce/opencart-ce,c2aafc823bd85876f5e888f8ebc421069a5e076f,PHP,NÃO FAMILIAR
chipx86,https://github.com/djblets/djblets,50000d0bbb983fa8c097b588d06b64df8df483bd,Markdown,NÃO FAMILIAR
chipx86,https://github.com/djblets/djblets,77a68c03cd619a0996f3f37337b8c39ca6643d6e,Python,FAMILIAR
chipx86,https://github.com/djblets/djblets,e2c79117efd925636acd871a5f473512602243cf,Markdown,NÃO FAMILIAR
chipx86,https://github.com/djblets/djblets,77ac64642ad530bf69e390c51fc6fdcb8914c8e7,Python,FAMILIAR
yunosh,https://github.com/horde/horde,4c3e18f1724ab39bfef10c189a5b52036a744d55,PHP,FAMILIAR
amluto,https://github.com/torvalds/linux,23adbe12ef7d3d4195e80800ab36b37bee28cd03,C,FAMILIAR
nablio3000,https://github.com/torvalds/linux,4442dc8a92b8f9ad8ee9e7f8438f4c04c03a22dc,C,FAMILIAR
autor nulo,https://github.com/torvalds/linux,137f7df8cead00688524c82360930845396b8a21,C,NÃO FAMILIAR
battags,https://github.com/Jasig/java-cas-client,ae37092100c8eaec610dab6d83e5e05a8ee58814,Java,FAMILIAR
serac,https://github.com/Jasig/dotnet-cas-client,f0e030014fb7a39e5f38469f43199dc590fd0e8d,C#,NÃO FAMILIAR
Eugeny,https://github.com/Eugeny/ajenti,d3fc5eb142ff16d55d158afb050af18d5ff09120,Python,FAMILIAR
autor nulo,https://github.com/krb5/krb5,f18ddf5d82de0ab7591a36e465bc24225776940f,C,NÃO FAMILIAR
greghudson,https://github.com/krb5/krb5,524688ce87a15fc75f87efc8c039ba4c7d5c197b,C,FAMILIAR
ZweiSteinSoft,https://github.com/phpmyadmin/phpmyadmin,cb7c703c03f656debcea2a16468bd53660fc888e,PHP,FAMILIAR
ZweiSteinSoft,https://github.com/phpmyadmin/phpmyadmin,d18a2dd9faad7e0e96df799b59e16ef587afb838,PHP,FAMILIAR
ZweiSteinSoft,https://github.com/phpmyadmin/phpmyadmin,d4f754c937f9e2c0beadff5b2e38215dde1d6a79,PHP,FAMILIAR
veox,https://github.com/sgminer-dev/sgminer,78cc408369bdbbd440196c93574098d1482efbce,C,NÃO FAMILIAR
luke-jr,https://github.com/sgminer-dev/sgminer,b65574bef233474e915fdf18614aa211e31cc6c2,C,FAMILIAR
luke-jr,https://github.com/luke-jr/bfgminer,c80ad8548251eb0e15329fc240c89070640c9d79,C,FAMILIAR
ckolivas,https://github.com/ckolivas/cgminer,e1c5050734123973b99d181c45e74b2cbb00272e,C,FAMILIAR
luke-jr,https://github.com/sgminer-dev/sgminer,bac5831b355f916e0696b7bbcccfc51c057b729a,C,FAMILIAR
luke-jr,https://github.com/luke-jr/bfgminer,ff7f30129f15f7a2213f8ced0cd65c9a331493d9,C,FAMILIAR
veox,https://github.com/sgminer-dev/sgminer,910c36089940e81fb85c65b8e63dcd2fac71470c,C,NÃO FAMILIAR
gregkh,https://github.com/torvalds/linux,206a81c18401c0cde6e579164f752c4b147324ce,C,FAMILIAR
gregkh,https://github.com/torvalds/linux,206204a1162b995e2185275167b22468c00d6b36,C,FAMILIAR
larsclausen,https://github.com/torvalds/linux,07f4d9d74a04aa7c72c5dae0ef97565f28f17b92,C,FAMILIAR
larsclausen,https://github.com/torvalds/linux,fd9f26e4eca5d08a27d12c0933fceef76ed9663d,C,FAMILIAR
larsclausen,https://github.com/torvalds/linux,82262a46627bebb0febcc26664746c25cef08563,C,FAMILIAR
larsclausen,https://github.com/torvalds/linux,883a1d49f0d77d30012f114b2e19fc141beb3e8e,C,FAMILIAR
larsclausen,https://github.com/torvalds/linux,ac902c112d90a89e59916f751c2745f4dbdbb4bd,C,FAMILIAR
autor nulo,https://github.com/torvalds/linux,d3217b15a19a4779c39b212358a5c71d725822ee,C,NÃO FAMILIAR
skinkie,https://github.com/cherokee/webserver,fbda667221c51f0aa476a02366e0cf66cb012f88,C,FAMILIAR
jimi-c,https://github.com/ansible/ansible,5429b85b9f6c2e640074176f36ff05fd5e4d1916,Python,FAMILIAR
htejun,https://github.com/torvalds/linux,b9cd18de4db3c9ffa7e17b0dc0ca99ed5aa4d43a,C,FAMILIAR
autor nulo,https://github.com/e107inc/e107,f80e417bb3e7ab5c1a89ea9ddd2cd060f54464e1,PHP,NÃO FAMILIAR
sidler,https://github.com/kajona/kajonacms,8f1b18150cc2a8f27c96d9c4f94a81022fbb61e3,PHP,FAMILIAR
sidler,https://github.com/kajona/kajonacms,4a07f949c171da6aa9a6e6c19421b0df16297180,HTML,NÃO FAMILIAR
stephenlawrence,https://github.com/opendocman/opendocman,d202ef3def8674be61a3e4ccbe28beba4953b7ce,PHP,FAMILIAR
autor nulo,https://github.com/lingej/pnp4nagios,cb925073edeeb97eb4ce61a86cdafccc9b87f9bb,PHP,NÃO FAMILIAR
autor nulo,https://github.com/lingej/pnp4nagios,e4a19768a5c5e5b1276caf3dd5bb721a540ec014,PHP,NÃO FAMILIAR
sashalevin,https://github.com/torvalds/linux,3cf521f7dc87c031617fd47e4b7aa2593c2f3daf,C,FAMILIAR
abrander,https://github.com/rawstudio/rawstudio,9c2cd3c93c05d009a91d84eedbb85873b0cb505d,C,NÃO FAMILIAR
c-schmitz,https://github.com/LimeSurvey/LimeSurvey,d23fbbd6c8434169967cf8bd2c5a4a0b569c352a,PHP,FAMILIAR
c-schmitz,https://github.com/LimeSurvey/LimeSurvey,9938bcd1df8ea27052557c722a67b00c0e7d6cb6,PHP,FAMILIAR
c-schmitz,https://github.com/LimeSurvey/LimeSurvey,3a6dd6b44cef2fa3f96f403e1cb971d8d0d694b5,PHP,FAMILIAR
VasilyAverin,https://github.com/torvalds/linux,295dc39d941dc2ae53d5c170365af4c9d5c16212,C,NÃO FAMILIAR
borkmann,https://github.com/torvalds/linux,1be9a950c646c9092fb3618197f7b6bfb50e82aa,C,FAMILIAR
ebiederm,https://github.com/torvalds/linux,a6138db815df5ee542d848318e5dae681590fccd,C,NÃO FAMILIAR
ebiederm,https://github.com/torvalds/linux,9566d6742852c527bf5af38af5cbb878dad75705,C,NÃO FAMILIAR
greghudson,https://github.com/krb5/krb5,af0ed4df4dfae762ab5fb605f5a0c8f59cb4f6ca,C,FAMILIAR
greghudson,https://github.com/krb5/krb5,82dc33da50338ac84c7b4102dc6513d897d0506a,C,FAMILIAR
greghudson,https://github.com/krb5/krb5,d1f707024f1d0af6e54a18885322d70fa15ec4d3,C,FAMILIAR
kaduk,https://github.com/krb5/krb5,04038bf3633c4b909b5ded3072dc88c8c419bf16,C,FAMILIAR
greghudson,https://github.com/krb5/krb5,102bb6ebf20f9174130c85c3b052ae104e5073ec,C,FAMILIAR
sgolemon,https://github.com/facebook/hhvm,ab6fdeb84fb090b48606b6f7933028cfe7bf3a5e,C++,FAMILIAR
steveyken,https://github.com/fatfreecrm/fat_free_crm,95464495f1e3e714d5c295fe621af5d2e0d4238d,Ruby,FAMILIAR
jankara,https://github.com/torvalds/linux,410dd3cf4c9b36f27ed4542ee18b1af5e68645a4,C,FAMILIAR
oyamauchi,https://github.com/facebook/hhvm,7135ec229882370a00411aa50030eada6034cc1b,C++,NÃO FAMILIAR
oetiker,https://github.com/oetiker/rrdtool-1.x,64ed5314af1255ab6dded45f70b39cdeab5ae2ec,C,FAMILIAR
NickSampanis,https://github.com/Ettercap/ettercap,e3abe7d7585ecc420a7cab73313216613aadad5a,C,FAMILIAR
jankara,https://github.com/torvalds/linux,c03aa9f6e1f938618e6db2e23afef0574efeeb65,C,FAMILIAR
idryomov,https://github.com/torvalds/linux,c27a3e4d667fdcad3db7b104f75659478e0c68d8,C,FAMILIAR
autor nulo,https://github.com/pderksen/WP-Google-Calendar-Events,a701ceeb410bdda9d96c9d3d12104630df5d5b43,PHP,NÃO FAMILIAR
smfrench,https://github.com/torvalds/linux,18f39e7be0121317550d03e267e3ebd4dbfbb3ce,C,FAMILIAR
nvcexploder,https://github.com/hapijs/bassmaster,b751602d8cb7194ee62a61e085069679525138c4,JavaScript,FAMILIAR
lem9,https://github.com/phpmyadmin/phpmyadmin,304fb2b645b36a39e03b954fdbd567173ebe6448,PHP,FAMILIAR
lem9,https://github.com/phpmyadmin/phpmyadmin,c1a3f85fbd1a9569646e7cf1b791325ae82c7961,PHP,FAMILIAR
xhezairbey,https://github.com/chyrp/chyrp,43d1b6b266363ae7545d5d49851034eaeec7bebb,HTML,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,c88547a8119e3b581318ab65e9b72f27f23e641d,C,NÃO FAMILIAR
strssndktn,https://github.com/torvalds/linux,3d4405226d27b3a215e4d03cfa51f536244e5de7,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,8d0207652cbe27d1f962050737848e5ad4671958,C,NÃO FAMILIAR
vitkyrka,https://github.com/torvalds/linux,086ba77a6db00ed858ff07451bedee197df868c9,C,FAMILIAR
borkmann,https://github.com/torvalds/linux,e40607cbe270a9e8360907cb1e62ddf0736e4864,C,FAMILIAR
anadav,https://github.com/torvalds/linux,a2b9e6c1a35afcc0973acb72e591c714e78885ff,C,FAMILIAR
jkkm,https://github.com/torvalds/linux,97fc15436b36ee3956efad83e22a557991f7d19d,C,FAMILIAR
porcelli,https://github.com/droolsjbpm/kie-wb-distributions,90eed433d36b21265fdf978252b8619766b8e74b,PowerShell,NÃO FAMILIAR
zoulasc,https://github.com/file/file,b4c01141e5367f247b84dcaf6aefbb4e741842b8,C,FAMILIAR
zoulasc,https://github.com/file/file,d7cdad007c507e6c79f51f058dd77fab70ceb9f6,C,FAMILIAR
zoulasc,https://github.com/file/file,6f737ddfadb596d7d4a993f7ed2141ffd664a81c,C,FAMILIAR
jharting,https://github.com/weld/core,29fd1107fd30579ad9bb23fae4dc3ba464205745,Java,FAMILIAR
jharting,https://github.com/weld/core,6808b11cd6d97c71a2eed754ed4f955acd789086,Java,FAMILIAR
mswiderski,https://github.com/droolsjbpm/drools,c48464c3b246e6ef0d4cd0dbf67e83ccd532c6d3,Java,FAMILIAR
amluto,https://github.com/torvalds/linux,41bdc78544b8a93a9c6814b8bbbfef966272abbe,C,FAMILIAR
autor nulo,https://github.com/torvalds/linux,db29a9508a9246e77087c5531e45b2c88ec6988b,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,eee5cc2702929fd41cce28058dc6d6717f723f87,C,NÃO FAMILIAR
kiryl,https://github.com/torvalds/linux,ee53664bda169f519ce3c6a22d378f0b946c8178,C,FAMILIAR
autor nulo,https://github.com/openssl/openssl,470990fee0182566d439ef7e82d1abf18b7085d7,C,NÃO FAMILIAR
snhenson,https://github.com/openssl/openssl,cb62ab4b17818fe66d2fed0a7fe71969131c811b,C,FAMILIAR
Mister-X-,https://github.com/aircrack-ng/aircrack-ng,ff70494dd389ba570dbdbf36f217c28d4381c6b5,C,FAMILIAR
Mister-X-,https://github.com/aircrack-ng/aircrack-ng,091b153f294b9b695b0b2831e65936438b550d7b,C,FAMILIAR
Mister-X-,https://github.com/aircrack-ng/aircrack-ng,da087238963c1239fdabd47dc1b65279605aca70,C,FAMILIAR
Mister-X-,https://github.com/aircrack-ng/aircrack-ng,88702a3ce4c28a973bf69023cd0312f412f6193e,C,FAMILIAR
autor nulo,https://github.com/LaboCNIL/CookieViz,489b6050f6c53fe7b24c4bed3eeb9c25543960e2,PHP,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,3d32e4dbe71374a6780eaf51d719d76f9a9bf22f,C,NÃO FAMILIAR
allisonkarlitskaya,https://github.com/desrt/systemd-shim,d2e91c118f6128875274a638007702d1cc665893,Shell,NÃO FAMILIAR
anadav,https://github.com/torvalds/linux,3f6f1480d86bf9fc16c160d803ab1d006e3058d5,C++,FAMILIAR
bonzini,https://github.com/torvalds/linux,a430c9166312e1aa3d80bce32374233bdbfeba32,C++,FAMILIAR
Sput42,https://github.com/quassel/quassel,8b5ecd226f9208af3074b33d3b7cf5e14f55b138,C++,FAMILIAR
arvidn,https://github.com/bittorrent/bootstrap-dht,bbc0b7191e3f48461ca6e5b1b34bdf4b3f1e79a9,C++,FAMILIAR
rombert,https://github.com/mantisbt/mantisbt,f779e3d4394a0638d822849863c4098421d911c5,PHP,NÃO FAMILIAR
olavmo-sikt,https://github.com/UNINETT/mod_auth_mellon,0f5b4fd860fa7e3a6c47201637aab05395f32647,Markdown,NÃO FAMILIAR
jmberg-intel,https://github.com/torvalds/linux,338f977f4eb441e69bb9a46eaa0ac715c931a67f,C,NÃO FAMILIAR
weiss,https://github.com/processone/ejabberd,7bdc1151b11d26d33649c5cce2817b74a4f231a8,Erlang,FAMILIAR
autor nulo,https://github.com/torvalds/linux,f2e323ec96077642d397bb1c355def536d489d16,C,NÃO FAMILIAR
mantis,https://github.com/mantisbt/mantisbt,cabacdc291c251bfde0dc2a2c945c02cef41bf40,PHP,FAMILIAR
creshal,https://github.com/axkibe/lsyncd,18f02ad013b41a72753912155ae2ba72f2a53e52,Lua,NÃO FAMILIAR
autor nulo,https://github.com/axkibe/lsyncd,e6016b3748370878778b8f0b568d5281cc248aa4,Lua,NÃO FAMILIAR
autor nulo,https://github.com/vrtadmin/clamav-devel,fc3794a54d2affe5770c1f876484a871c783e91e,C,NÃO FAMILIAR
autor nulo,https://github.com/Pligg/pligg-cms,4891c4d8742b9dabd67e7250840e3434865aebed,PHP,NÃO FAMILIAR
autor nulo,https://github.com/Pligg/pligg-cms,efb967b944375cd3ea3cd84c80d86d339dbe030e,PHP,NÃO FAMILIAR
guyharris,https://github.com/the-tcpdump-group/tcpdump,0f95d441e4b5d7512cc5c326c8668a120e048eda,C,FAMILIAR
emdenrg,https://github.com/ellson/graphviz,99eda421f7ddc27b14e4ac1d2126e5fe41719081,C,FAMILIAR
rwmjones,https://github.com/libguestfs/hivex,357f26fa64fd1d9ccac2331fe174a8ee9c607adb,C,FAMILIAR
rwmjones,https://github.com/libguestfs/hivex,4bbdf555f88baeae0fa804a369a81a83908bd705,C,FAMILIAR
amluto,https://github.com/torvalds/linux,f647d7c155f069c1a068030255c300663516420e,C,FAMILIAR
jankara,https://github.com/torvalds/linux,f54e18f1b831c92f6512d2eedb224cd63d607d3d,C,FAMILIAR
greghudson,https://github.com/krb5/krb5,a197e92349a4aa2141b5dff12e9dd44c2a2166e3,C,FAMILIAR
greghudson,https://github.com/krb5/krb5,6609658db0799053fbef0d7d0aa2f1fd68ef32d8,C,FAMILIAR
greghudson,https://github.com/krb5/krb5,5bb8a6b9c9eb8dd22bc9526751610aaa255ead9c,C,FAMILIAR
ecsv,https://github.com/torvalds/linux,5b6698b0e4a37053de35cc24ee695b98a7eb712b,C,FAMILIAR
CaMer0n,https://github.com/e107inc/e107,9249f892b1e635979db2a830393694fb73531080,PHP,FAMILIAR
autor nulo,https://github.com/forkcms/forkcms,4a7814762adf4f56f932d95146c7e4126d872114,PHP,NÃO FAMILIAR
dometto,https://github.com/gollum/grit_adapter,4520d973c81fecfebbeacd2ef2f1849d763951c7,Ruby,NÃO FAMILIAR
dcramer,https://github.com/getsentry/raven-ruby,477ee93a3f735be33bc1e726820654cdf6e22d8f,Ruby,NÃO FAMILIAR
rmustacc,https://github.com/illumos/illumos-gate,d65686849024838243515b5c40ae2c479460b4b5,C,FAMILIAR
erikd,https://github.com/erikd/libsndfile,dbe14f00030af5d3577f4cabbf9861db59e9c378,C,FAMILIAR
luke-,https://github.com/humhub/humhub,febb89ab823d0bd6246c6cf460addabb6d7a01d4,PHP,FAMILIAR
sashalevin,https://github.com/torvalds/linux,a3a8784454692dd72e5d5d34dcdab17b4420e74c,C,FAMILIAR
jankara,https://github.com/torvalds/linux,4e2024624e678f0ebb916e6192bd23c1f9fdf696,C,FAMILIAR
zoulasc,https://github.com/file/file,65437cee25199dbd385fb35901bc0011e164276c,C,FAMILIAR
autor nulo,https://github.com/videolan/vlc,fbe2837bc80f155c001781041a54c58b5524fc14,C,NÃO FAMILIAR
autor nulo,https://github.com/videolan/vlc,2e7c7091a61aa5d07e7997b393d821e91f593c39,C,NÃO FAMILIAR
autor nulo,https://github.com/videolan/vlc,9bb0353a5c63a7f8c6fc853faa3df4b4df1f5eb5,C,NÃO FAMILIAR
autor nulo,https://github.com/videolan/vlc,204291467724867b79735c0ee3aeb0dbc2200f97,C,NÃO FAMILIAR
kees,https://github.com/torvalds/linux,4943ba16bbc2db05115707b3ff7b4874e9e3c560,C,FAMILIAR
zoulasc,https://github.com/file/file,59e63838913eee47f5c120a6c53d4565af638158,C,FAMILIAR
zoulasc,https://github.com/file/file,445c8fb0ebff85195be94cd9f7e1df89cade5c7f,C,FAMILIAR
skoranga,https://github.com/skoranga/node-dns-sync,d9abaae384b198db1095735ad9c1c73d7b890a0d,JavaScript,FAMILIAR
mhalcrow-google,https://github.com/torvalds/linux,942080643bce061c3dd9d5718d3b745dcb39a8bc,C,NÃO FAMILIAR
dregad,https://github.com/mantisbt/mantisbt,e7e2b5503580e42db9d91e0d599d61d3ff03c27e,PHP,FAMILIAR
error ao obter,https://bitbucket.org/libgd/gd-libgd,47eb44b2e90ca88a08dca9f9a1aa9041e9587f43,C,NÃO FAMILIAR
fdmanana,https://github.com/torvalds/linux,5f5bc6b1e2d5a6f827bc860ef2dc5b6f365d1339,C,FAMILIAR
avagin,https://github.com/torvalds/linux,223b02d923ecd7c84cf9780bb3686f455d279279,C,FAMILIAR
ebiederm,https://github.com/torvalds/linux,ce07d891a0891d3c0d0c2d73d577490486b809e1,C,NÃO FAMILIAR
bdarnell,https://github.com/tornadoweb/tornado,1c36307463b1e8affae100bf9386948e6c1b2308,Python,FAMILIAR
jankara,https://github.com/torvalds/linux,a1d47b262952a45aae62bd49cfaf33dd76c11a2c,C,FAMILIAR
jankara,https://github.com/torvalds/linux,e159332b9af4b04d882dbcfe1bb0117f0a6d4b58,C,FAMILIAR
jankara,https://github.com/torvalds/linux,e237ec37ec154564f8690c5bd1795339955eeef9,C,FAMILIAR
jankara,https://github.com/torvalds/linux,0e5cc9a40ada6046e6bc3bdfcd0c0d7e4b706b14,C,FAMILIAR
gbuckingham89,https://github.com/atutor/ATutor,950a0299954e69b8742cc1f1a632f564435d4d7d,PHP,FAMILIAR
erikd,https://github.com/erikd/libsndfile,725c7dbb95bfaf8b4bb7b04820e3a00cceea9ce6,C,FAMILIAR
autor nulo,https://github.com/gosa-project/gosa-core,e35b990464a2c2cf64d6833a217ed944876e7732,PHP,NÃO FAMILIAR
jmacd,https://github.com/jmacd/xdelta-devel,ef93ff74203e030073b898c05e8b4860b5d09ef2,C,NÃO FAMILIAR
maxteufel,https://github.com/atheme/atheme,c597156adc60a45b5f827793cd420945f47bc03b,C,FAMILIAR
ctmarinas,https://github.com/torvalds/linux,5a0fdfada3a2aa50d7b947a2e958bf00cbe0d830,C,NÃO FAMILIAR
AndreRH,https://github.com/torvalds/linux,a4780adeefd042482f624f5e0d577bf9cdcbb760,C,FAMILIAR
autor nulo,https://github.com/torvalds/linux,0ea1ec713f04bdfac343c9702b21cd3a7c711826,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,c88e739b1fad662240e99ecbd0bdaac871717987,C,NÃO FAMILIAR
vegard,https://github.com/torvalds/linux,4efbc454ba68def5ef285b26ebfcfdb605b52755,C,FAMILIAR
autor nulo,https://github.com/torvalds/linux,6217e5ede23285ddfee10d2e4ba0cc2d4c046205,C,NÃO FAMILIAR
cgx,https://github.com/inverse-inc/sogo,3a5e44e7eb8b390b67a8f8a83030b49606956501,JavaScript,FAMILIAR
cgx,https://github.com/inverse-inc/sogo,c94595ea7f0f843c2d7abf25df039b2bbe707625,JavaScript,FAMILIAR
autor nulo,https://github.com/perl5-dbi/DBD-mysql,a56ae87a4c1c1fead7d09c3653905841ccccf1cc,C,NÃO FAMILIAR
wyteow,https://github.com/Genymobile/f2ut_platform_frameworks_base,f24cec326f5f65c693544fb0b92c37f633bacda2,Java,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,9709674e68646cee5a24e3000b3558d25412203a,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,69c433ed2ecd2d3264efd7afec4439524b319121,C,NÃO FAMILIAR
rhansen,https://github.com/git/git,8976500cbbb13270398d3b3e07a17b8cc7bff43f,Shell,NÃO FAMILIAR
devusr-sw-kim,https://github.com/torvalds/linux,60a2362f769cf549dc466134efe71c8bf9fbaaba,C,NÃO FAMILIAR
snhenson,https://github.com/openssl/openssl,1421e0c584ae9120ca1b88098f13d6d2e90b83a3,C,FAMILIAR
mattcaswell,https://github.com/openssl/openssl,103b171d8fc282ef435f8de9afbf7782e312961f,C,FAMILIAR
anadav,https://github.com/torvalds/linux,f3747379accba8e95d70cec0eae0582c8c182050,C++,FAMILIAR
philippK-de,https://github.com/philippK-de/Collabtive,9ce6301583669d0a8ecb4d23fb56e34b68511335,PHP,FAMILIAR
autor nulo,https://github.com/torvalds/linux,8275cdd0e7ac550dcce2b3ef6d2fb3b808c1ae59,C,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,0f2af21aae11972fa924374ddcf52e88347cf5a8,C,NÃO FAMILIAR
saghul,https://github.com/libuv/libuv,66ab38918c911bcff025562cf06237d7fedaba0c,C,NÃO FAMILIAR
jiridostal,https://github.com/spacewalkproject/spacewalk,f3792c79c1c251a49cc4e382be8591636326a794,HTML,NÃO FAMILIAR
mlschroe,https://github.com/openSUSE/open-build-service,474a3db19498765f0118ba3dbc0b1cc90b0097fc,Perl,FAMILIAR
khaledhosny,https://github.com/khaledhosny/ots,003c62d28ae438aa8943cb31535563397f838a2c,C++,FAMILIAR
davidedmundson,https://github.com/sddm/sddm,4cfed6b0a625593fb43876f04badc4dd99799d86,C++,FAMILIAR
koosh,https://github.com/sauruscms/Saurus-CMS-Community-Edition,1bc272874a86eaab99dccd00b29177423fd83877,PHP,FAMILIAR
kimono,https://github.com/zencart-ja/zc-v1-series,022949bd09444d7e58703cc537dbbd5744c381b8,PHP,NÃO FAMILIAR
sidler,https://github.com/kajona/kajonacms,563d39c327606232e480602f7b36ea6cb31bc6f7,PHP,FAMILIAR
Danielss89,https://github.com/ZF-Commons/ZfcUser,baf0e460796ea92f6c902fa9b007190bccff2b8f,PHP,FAMILIAR
madler,https://github.com/madler/pigz,fdad1406b3ec809f4954ff7cdf9e99eb18c2458f,Markdown,NÃO FAMILIAR
hallyn,https://github.com/lxc/lxc,72cf81f6a3404e35028567db2c99a90406e9c6e6,C,FAMILIAR
autor nulo,https://github.com/torvalds/linux,ca4da5dd1f99fe9c59f1709fb43e818b18ad20e0,C,NÃO FAMILIAR
autor nulo,https://github.com/lxc/lxc,5c3fcae78b63ac9dd56e36075903921bd9461f9e,C,NÃO FAMILIAR
szmi,https://github.com/torvalds/linux,2c5816b4beccc8ba709144539f6fdd764f8fa49c,C,FAMILIAR
autor nulo,https://github.com/lxc/lxd,19c6961cc1012c8a529f20807328a9357f5034f4,Go,NÃO FAMILIAR
hallyn,https://github.com/lxc/lxcfs,8ee2a503e102b1a43ec4d83113dc275ab20a869a,C,FAMILIAR
autor nulo,https://github.com/osTicket/osTicket-1.8,b38b3ca7235002137cc9ff74b3c24a4a78c9c2d1,PHP,NÃO FAMILIAR
borkmann,https://github.com/torvalds/linux,600ddd6825543962fb807884169e57b580dba208,C,FAMILIAR
thinkh,https://github.com/sefrengo-cms/sefrengo-1.x,0b1edd4b22a47743eff7cfaf884ba2a4e06e15eb,PHP,NÃO FAMILIAR
nickvergessen,https://github.com/phpbb/phpbb,23069a13e203985ab124d1139e8de74b12778449,PHP,FAMILIAR
strssndktn,https://github.com/torvalds/linux,df4d92549f23e1c037e83323aff58a21b3de7fe0,C,NÃO FAMILIAR
balanivash,https://github.com/delta/pragyan,c93bc100ec93fc78940fbdca9b6b009101858309,PHP,NÃO FAMILIAR
julienmathis,https://github.com/centreon/centreon,668a928f34dc0f67723d3db138c042eb7f979f28,unknown,NÃO FAMILIAR
sc979,https://github.com/centreon/centreon,a78c60aad6fd5af9b51a6d5de5d65560ea37a98a,unknown,NÃO FAMILIAR
koosh,https://github.com/sauruscms/Saurus-CMS-Community-Edition,8dec044d0fdabcb9b04e58037623385a97b0d288,PHP,FAMILIAR
ummakynes,https://github.com/torvalds/linux,a2f18db0c68fec96631c10cad9384c196e9008ac,C,NÃO FAMILIAR
atutorlangs,https://github.com/atutor/ATutor,068b8aa37f24645c62235018fb8da340f60e2d18,PHP,NÃO FAMILIAR
atutorlangs,https://github.com/atutor/ATutor,0ee827317e497f1db86ddc5080b8af461e4595ce,PHP,NÃO FAMILIAR
atutorlangs,https://github.com/atutor/ATutor,af519cfb56da7312eecbb5812484fcbce08e4419,PHP,NÃO FAMILIAR
autor nulo,https://github.com/torvalds/linux,4e7c22d447bb6d7e37bfe39ff658486ae78e8d77,C,NÃO FAMILIAR
autor nulo,https://github.com/openssl/openssl,4924b37ee01f71ae19c94a8934b80eeb2f677932,C++,NÃO FAMILIAR
ekasper,https://github.com/openssl/openssl,f48b83b4fb7d6689584cf25f61ca63a4891f5b11,C,FAMILIAR
ekasper,https://github.com/openssl/openssl,59302b600e8d5b77ef144e447bb046fd7ab72686,C,FAMILIAR
